20	
0	1 0.1	2	2.11547005383792	0.1399998	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1	1 0.1	2.1	1.94226497308104	0.1399998	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2	1 0.1	1.9	1.94226497308104	0.1399998	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000	
3	1 0.1	2	2	0.303299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4	1 0.1	2	2	0.503299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5	1 0.1	2	2	0.703299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6	1 0.1	2	2	0.903299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
7	1 0.1	2	2	1.103299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
8	1 0.1	2	2	1.303299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9	1 0.1	2	2	1.503299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10	1 0.1	2	2	1.703299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11	1 0.1	2	2	1.903299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12	1 0.1	2	2	2.103299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13	1 0.1	2	2	2.303299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14	1 0.1	2	2	2.503299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15	1 0.1	2	2	2.703299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
16	1 0.1	2	2	2.903299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
17	1 0.1	2	2	3.103299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
18	1 0.1	2	2	3.303299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
19	1 0.1	2	2	3.503299116185545	0	0	0	0	0	0 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
